"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"6846",35934,0.33,"Very Good","D","VVS1",62.1,58,920,4.39,4.46,2.75
"6847",48154,0.59,"Ideal","E","VS2",60.2,59,1941,5.47,5.49,3.3
"6848",17281,1.31,"Premium","I","VS2",60,58,6921,7.15,7.11,4.28
"6849",37073,0.41,"Ideal","I","VS1",60.9,53,969,4.85,4.8,2.94
"6850",29181,0.3,"Ideal","F","VVS2",62.1,57,694,4.27,4.29,2.66
"6851",33256,0.32,"Ideal","E","VS1",61.1,55,825,4.44,4.46,2.72
"6852",13746,1.21,"Very Good","J","VS1",59.3,57,5604,6.98,7.04,4.16
"6853",7415,1.02,"Ideal","H","SI2",60.5,60,4225,6.56,6.53,3.96
"6854",5385,0.34,"Premium","F","SI2",60,62,574,4.55,4.51,2.72
"6855",42635,0.58,"Premium","H","SI1",62.1,55,1332,5.38,5.35,3.33
"6856",27024,2.51,"Ideal","H","SI2",62,57,17162,8.72,8.67,5.39
"6857",8362,1.01,"Good","E","SI1",64.1,62,4399,6.19,6.26,3.99
"6858",52097,0.81,"Ideal","G","SI2",61.7,57,2459,5.98,6.01,3.7
"6859",45428,0.51,"Ideal","H","VVS2",61.2,57,1669,5.14,5.19,3.16
"6860",45078,0.71,"Good","J","VS2",63.5,64,1644,5.65,5.6,3.57
"6861",25774,1.24,"Ideal","D","VVS2",61.5,57,14737,6.88,6.94,4.25
"6862",43323,0.51,"Ideal","E","SI1",61.7,57,1402,5.15,5.12,3.17
"6863",42445,0.51,"Very Good","E","SI1",61.6,53,1315,5.16,5.19,3.19
"6864",22891,1.57,"Premium","H","VS1",60.5,61,10930,7.6,7.51,4.57
"6865",10637,1.2,"Ideal","J","SI1",61.6,57,4831,6.79,6.87,4.21
"6866",40719,0.44,"Ideal","G","VVS1",62,54,1160,4.89,4.91,3.04
"6867",40011,0.41,"Ideal","F","VS2",62.8,57,1107,4.76,4.73,2.98
"6868",1935,0.61,"Ideal","E","VVS1",62.2,56,3084,5.43,5.47,3.39
"6869",7294,0.9,"Very Good","E","SI1",62.1,59,4201,6.13,6.17,3.82
"6870",181,0.54,"Ideal","E","VVS2",61.6,56,2776,5.25,5.27,3.24
"6871",34295,0.39,"Ideal","G","VS2",62.5,54,857,4.67,4.7,2.93
"6872",49278,0.54,"Ideal","G","VVS2",61.8,56,2090,5.25,5.23,3.24
"6873",46967,0.3,"Ideal","I","VVS2",61.8,56,529,4.31,4.33,2.67
"6874",18255,0.97,"Very Good","G","VVS1",61.9,54,7415,6.33,6.36,3.93
"6875",5156,1.02,"Premium","D","I1",61.4,60,3769,6.42,6.47,3.96
"6876",16699,0.3,"Very Good","H","SI1",62.9,57,421,4.28,4.31,2.7
"6877",20599,1.51,"Good","H","VS2",63.6,61,8904,7.08,7.03,4.49
"6878",33523,0.34,"Ideal","E","VS2",62.2,57,829,4.46,4.42,2.76
"6879",51317,0.31,"Good","G","VS2",63.1,56,544,4.31,4.37,2.74
"6880",39605,0.32,"Ideal","F","SI1",61.9,55,491,4.38,4.41,2.72
"6881",5896,1.04,"Ideal","J","SI1",61.1,57,3931,6.57,6.52,4
"6882",16670,1.01,"Ideal","G","VS2",60.9,57,6663,6.48,6.51,3.95
"6883",7853,0.9,"Premium","D","SI1",61.5,58,4304,6.21,6.15,3.8
"6884",15741,1,"Very Good","G","VS2",60.8,55,6296,6.46,6.49,3.94
"6885",18649,1.03,"Premium","E","VS1",61.5,58,7614,6.55,6.43,3.99
"6886",14447,1.01,"Ideal","D","SI1",62,57,5832,6.37,6.44,3.97
"6887",45886,0.58,"Ideal","G","VS2",60.6,55,1719,5.42,5.45,3.3
"6888",5564,1,"Premium","F","SI2",59.3,62,3858,6.49,6.43,3.83
"6889",15153,1.37,"Ideal","J","SI2",62.2,55,6091,7.07,7.11,4.41
"6890",1027,0.79,"Very Good","F","SI1",63,54,2904,5.91,5.94,3.73
"6891",24697,0.3,"Very Good","G","VVS2",59.7,63,638,4.34,4.37,2.6
"6892",9012,1.01,"Premium","H","SI1",62.3,58,4513,6.42,6.35,3.98
"6893",34864,0.3,"Premium","G","VVS2",61.9,59,878,4.28,4.25,2.64
"6894",42672,0.51,"Fair","F","VS2",61,66,1334,5.12,5.04,3.1
"6895",22787,1.7,"Very Good","J","VVS1",62.9,60,10808,7.56,7.61,4.77
"6896",52080,0.53,"Ideal","E","VVS2",60.5,57,2456,5.24,5.28,3.18
"6897",53080,0.59,"Ideal","G","IF",62.5,57,2611,5.34,5.38,3.35
"6898",9772,1.11,"Ideal","H","SI2",62,54,4662,6.64,6.61,4.11
"6899",27211,2,"Ideal","F","SI2",62.9,56,17534,7.94,8.01,5.02
"6900",3555,0.74,"Good","E","VS1",63.4,55,3416,5.76,5.78,3.66
"6901",17930,1.01,"Premium","E","VS2",59.3,58,7240,6.53,6.49,3.86
"6902",15610,1.54,"Good","E","I1",63.3,60,6261,7.26,7.3,4.61
"6903",31696,0.36,"Ideal","F","SI1",60.1,56,770,4.67,4.62,2.79
"6904",51183,0.72,"Ideal","I","VS2",62.1,58,2347,5.74,5.72,3.57
"6905",23037,0.33,"Ideal","D","SI2",61.1,57,631,4.5,4.47,2.74
"6906",27685,3.01,"Premium","J","SI2",60.7,59,18710,9.35,9.22,5.64
"6907",15595,1.14,"Premium","G","VS2",61.9,58,6256,6.72,6.68,4.15
"6908",12492,1.08,"Ideal","G","SI1",61.8,56,5256,6.55,6.58,4.06
"6909",40337,0.51,"Ideal","E","SI2",61.3,61,1128,5.13,5.15,3.15
"6910",6102,0.91,"Premium","G","SI1",61.8,60,3975,6.21,6.18,3.83
"6911",12132,1.08,"Fair","H","VVS2",55.9,63,5171,6.9,6.8,3.83
"6912",15716,0.36,"Premium","G","SI2",62.4,58,608,4.58,4.56,2.85
"6913",32240,0.38,"Ideal","F","VS2",62.1,53.8,789,4.66,4.67,2.9
"6914",42025,0.52,"Very Good","G","SI1",60,57,1267,5.25,5.29,3.16
"6915",33141,0.31,"Good","G","VVS1",63.4,57,816,4.32,4.36,2.75
"6916",913,0.73,"Very Good","F","SI1",61.4,56,2879,5.81,5.86,3.58
"6917",37213,0.34,"Ideal","G","IF",62.2,53,974,4.49,4.52,2.8
"6918",52926,0.71,"Ideal","E","SI1",60.3,57,2590,5.77,5.81,3.49
"6919",12345,1.01,"Fair","F","VS2",64.5,58,5226,6.28,6.18,4.02
"6920",41086,0.41,"Ideal","F","VVS2",61.9,55,1192,4.79,4.74,2.95
"6921",31937,0.3,"Ideal","F","VS2",61.8,57,776,4.33,4.31,2.67
"6922",25107,2.21,"Premium","J","SI2",62.7,57,13642,8.33,8.25,5.2
"6923",26001,1.54,"Very Good","G","VVS2",61.1,55,15225,7.5,7.53,4.59
"6924",27629,2.14,"Ideal","H","SI1",61.5,57,18528,8.36,8.29,5.12
"6925",44649,0.28,"Very Good","G","VVS2",61.1,56,522,4.25,4.27,2.6
"6926",47121,0.52,"Premium","D","VS2",59.4,61,1828,5.24,5.23,3.11
"6927",41169,0.38,"Premium","F","VVS1",59.2,58,1200,4.76,4.8,2.83
"6928",18607,1,"Very Good","G","VVS2",63.1,58,7589,6.37,6.33,4.01
"6929",15898,1.22,"Premium","I","VS1",60.6,61,6354,6.94,6.88,4.19
"6930",3468,1.04,"Premium","E","SI2",60.1,58,3392,6.65,6.56,3.97
"6931",15999,1.22,"Ideal","F","SI2",62.5,56.2,6401,6.81,6.85,4.27
"6932",49091,0.71,"Very Good","J","VS1",63.3,57,2062,5.59,5.69,3.57
"6933",42563,0.57,"Ideal","I","VS2",61.5,56,1326,5.32,5.35,3.28
"6934",29201,0.33,"Ideal","I","IF",61.4,56,694,4.41,4.45,2.72
"6935",16702,0.3,"Ideal","H","SI1",62.6,55,421,4.28,4.32,2.69
"6936",3550,1.07,"Ideal","H","SI1",61.5,54,3415,6.64,6.6,4.07
"6937",1240,0.73,"Ideal","D","SI1",61.4,56,2943,5.82,5.78,3.56
"6938",25539,1.5,"Very Good","G","VVS1",63.1,62,14361,7.25,7.23,4.57
"6939",43753,0.44,"Ideal","E","VVS1",59.9,57,1438,4.93,4.97,2.96
"6940",29382,0.31,"Premium","E","SI1",62.6,60,698,4.35,4.31,2.71
"6941",13120,1.01,"Ideal","G","SI1",63.1,53,5430,6.36,6.42,4.03
"6942",39078,0.59,"Fair","H","SI2",64.5,57,1059,5.37,5.16,3.42
"6943",18875,1.52,"Ideal","J","VS1",61.3,55,7740,7.42,7.39,4.54
"6944",16068,1.2,"Premium","H","VS2",62.4,59,6416,6.73,6.69,4.19
"6945",1127,0.8,"Very Good","H","SI1",62.5,56,2919,5.92,5.96,3.71
"6946",8679,1.09,"Premium","G","SI2",59,58,4456,6.78,6.72,3.98
"6947",49967,0.33,"Very Good","E","SI1",59.1,59,540,4.54,4.59,2.7
"6948",9089,1.06,"Ideal","H","SI2",62.7,57,4523,6.46,6.5,4.06
"6949",20666,1.51,"Good","I","VS2",62.2,59,8951,7.19,7.3,4.51
"6950",37110,0.38,"Ideal","G","SI1",61.6,56,969,4.68,4.63,2.86
"6951",16772,1.14,"Good","G","VS2",63.2,58,6681,6.63,6.67,4.2
"6952",45300,0.51,"Very Good","E","VS2",63.3,57,1662,5.12,5.05,3.22
"6953",31435,0.3,"Ideal","H","IF",62.1,57,764,4.29,4.31,2.67
"6954",47697,0.52,"Ideal","E","VS1",60,56,1883,5.25,5.29,3.16
"6955",31497,0.34,"Ideal","G","VS2",61.5,57,765,4.51,4.47,2.76
"6956",51112,0.75,"Premium","D","SI2",60.6,56,2337,5.94,5.9,3.59
"6957",36138,0.33,"Ideal","E","VS2",60.8,57,928,4.47,4.45,2.71
"6958",50082,0.52,"Very Good","F","VVS1",61.7,56,2205,5.17,5.22,3.2
"6959",20703,0.31,"Ideal","G","VS1",61,55,625,4.39,4.43,2.69
"6960",2022,0.9,"Very Good","H","SI2",59.5,63,3105,6.31,6.26,3.74
"6961",20291,1.07,"Ideal","G","VVS2",61.5,56,8707,6.58,6.6,4.05
"6962",28157,0.3,"Ideal","H","VVS1",62,56,665,4.29,4.32,2.67
"6963",21065,1.24,"Ideal","E","VS2",62,57,9240,6.87,6.9,4.27
"6964",36634,0.41,"Very Good","D","SI1",63.3,55,947,4.77,4.74,3.01
"6965",10844,1.06,"Premium","H","SI1",62.8,58,4872,6.49,6.47,4.07
"6966",7202,1.04,"Very Good","I","SI1",64.1,57,4190,6.35,6.38,4.08
"6967",29354,0.31,"Premium","G","VS2",60.7,61,698,4.37,4.33,2.64
"6968",38165,0.34,"Ideal","G","IF",61.9,54,1014,4.46,4.49,2.77
"6969",51171,0.5,"Ideal","E","VVS2",62.4,54,2346,5.11,5.09,3.18
"6970",46245,0.53,"Premium","D","SI1",61.4,57,1753,5.26,5.2,3.21
"6971",42202,0.51,"Ideal","G","SI1",61.7,58,1287,5.12,5.15,3.17
"6972",45077,0.52,"Ideal","E","VS2",61,57,1644,5.19,5.21,3.17
"6973",12461,1.01,"Premium","F","SI1",59.8,60,5249,6.53,6.57,3.92
"6974",11580,0.9,"Very Good","D","SI1",60.6,59,5040,6.23,6.28,3.79
"6975",29787,0.3,"Ideal","D","SI1",61.9,54,709,4.34,4.32,2.68
"6976",36300,0.32,"Very Good","G","SI1",60.9,58,477,4.39,4.44,2.69
"6977",27967,0.3,"Ideal","E","VS2",61.5,55,658,4.28,4.31,2.64
"6978",51568,0.7,"Good","F","SI2",64.1,59,2390,5.53,5.58,3.56
"6979",32362,0.3,"Ideal","G","VVS1",61.7,55,789,4.32,4.34,2.67
"6980",4589,0.76,"Very Good","G","VVS2",62.1,56,3655,5.81,5.85,3.63
"6981",46888,0.7,"Very Good","G","SI2",63.3,57,1814,5.61,5.51,3.52
"6982",3085,0.81,"Very Good","H","VS1",62.2,57,3314,5.91,5.94,3.69
"6983",30392,0.33,"Ideal","H","VVS1",61.5,55,730,4.44,4.47,2.74
"6984",39579,0.41,"Ideal","E","VVS2",62.5,57,1082,4.76,4.71,2.96
"6985",8445,1.01,"Very Good","I","SI1",63.5,59,4412,6.36,6.31,4.02
"6986",48124,0.54,"Good","D","VS1",63.2,56,1939,5.21,5.23,3.3
"6987",44585,0.53,"Very Good","E","VS2",61.4,55,1607,5.21,5.24,3.21
"6988",53903,0.77,"Very Good","E","SI2",59.9,61,2753,5.98,6.01,3.59
"6989",32333,0.3,"Ideal","G","VVS1",62.6,54,789,4.31,4.32,2.7
"6990",442,0.89,"Premium","H","SI2",60.2,59,2815,6.26,6.23,3.76
"6991",45831,0.71,"Ideal","J","SI1",61,57,1713,5.78,5.8,3.53
"6992",33189,0.34,"Very Good","E","VVS2",61.6,58,819,4.5,4.53,2.78
"6993",24343,1.36,"Ideal","F","VVS2",61.6,56,12608,7.17,7.08,4.39
"6994",12564,1.02,"Ideal","E","SI1",60.4,55,5278,6.54,6.48,3.93
"6995",4685,0.96,"Fair","E","SI2",57.7,67,3674,6.49,6.46,3.73
"6996",20513,1.41,"Very Good","H","VS2",62.5,58,8846,7.08,7.12,4.44
"6997",50812,0.54,"Ideal","D","VS2",61.6,55,2307,5.25,5.27,3.24
"6998",4567,1,"Good","G","SI2",61.4,61,3646,6.32,6.35,3.89
"6999",46689,0.58,"Ideal","F","VS2",62.1,55,1790,5.37,5.33,3.32
"7000",48691,0.71,"Premium","H","SI1",61,58,2006,5.73,5.77,3.51
"7001",37395,0.3,"Ideal","E","VVS1",61.1,56,982,4.38,4.36,2.67
"7002",38573,0.4,"Premium","H","VS1",62.6,58,1035,4.71,4.68,2.94
"7003",44685,0.5,"Ideal","D","SI1",62.1,57,1610,5.08,5.03,3.14
"7004",3200,0.92,"Very Good","I","SI1",63.7,58,3345,6.12,6.18,3.92
"7005",36011,0.39,"Very Good","F","SI1",63.3,54,921,4.67,4.62,2.94
"7006",22404,1.58,"Premium","I","VS1",61.1,59,10428,7.44,7.52,4.57
"7007",5842,0.9,"Premium","H","VS2",62.3,58,3919,6.18,6.09,3.82
"7008",34176,0.33,"Premium","G","VS1",61.3,58,854,4.45,4.42,2.72
"7009",19338,1.26,"Very Good","G","VS2",63.3,57,8040,6.88,6.93,4.37
"7010",37917,0.41,"Ideal","D","VS2",62.2,54,1007,4.77,4.81,2.98
"7011",38206,0.43,"Premium","F","SI1",61.3,60,1016,4.86,4.83,2.97
"7012",27370,0.28,"Ideal","E","VVS2",60.3,57,646,4.21,4.25,2.55
"7013",15538,1.09,"Ideal","I","VS1",61.8,55,6225,6.59,6.62,4.08
"7014",52307,0.32,"Good","G","VS1",60.8,62,548,4.4,4.45,2.69
"7015",15663,1.35,"Ideal","J","SI1",62.3,57,6281,7.02,7.08,4.39
"7016",13561,1.02,"Ideal","E","SI1",62.2,57,5553,6.41,6.45,4
"7017",42502,0.57,"Premium","E","SI2",60.7,57,1320,5.42,5.35,3.27
"7018",45196,0.51,"Ideal","E","VS2",60.9,56,1656,5.15,5.2,3.15
"7019",52418,0.82,"Premium","G","SI2",60.7,61,2512,6.01,5.98,3.64
"7020",48363,0.56,"Ideal","D","VS2",61.4,55,1963,5.33,5.35,3.28
"7021",21929,1.7,"Ideal","J","VS2",60.5,58,10002,7.73,7.74,4.68
"7022",2091,0.71,"Ideal","E","VS2",61.6,57,3112,5.71,5.79,3.54
"7023",44997,0.31,"Very Good","I","SI1",63.3,53,523,4.32,4.3,2.73
"7024",44394,0.51,"Ideal","F","VS2",60.6,57,1583,5.17,5.2,3.14
"7025",457,0.71,"Premium","E","SI1",59.2,59,2817,5.86,5.83,3.46
"7026",33310,0.41,"Good","E","VS1",62.8,58,827,4.67,4.7,2.94
"7027",8087,0.72,"Very Good","E","VVS1",60.8,58,4339,5.79,5.83,3.53
"7028",19328,1.19,"Ideal","G","VS1",61.9,55,8034,6.81,6.87,4.22
"7029",22615,2.02,"Good","J","SI2",64.4,60,10666,7.87,7.93,5.09
"7030",32068,0.33,"Premium","D","SI1",61.5,60,780,4.44,4.41,2.72
"7031",38221,0.43,"Premium","F","SI1",60.6,59,1016,4.87,4.84,2.94
"7032",15068,1.21,"Premium","H","VS1",61.2,60,6056,6.77,6.86,4.17
"7033",48978,0.36,"Premium","D","SI2",60,58,537,4.58,4.62,2.76
"7034",45921,0.53,"Ideal","E","VS2",62.1,56,1721,5.17,5.2,3.22
"7035",44245,0.51,"Very Good","F","VS2",63.2,56,1574,5.1,5.06,3.21
"7036",17879,1.22,"Ideal","E","SI1",61.7,56,7215,6.92,6.88,4.26
"7037",46036,0.57,"Premium","E","SI1",60.3,57,1728,5.4,5.34,3.24
"7038",43101,0.53,"Premium","I","VS1",62.3,58,1383,5.26,5.18,3.25
"7039",25537,2.14,"Ideal","G","SI2",62.9,56,14359,8.18,8.14,5.13
"7040",456,0.63,"Ideal","F","VVS2",61.5,56,2817,5.48,5.52,3.38
"7041",1922,0.91,"Very Good","J","VS1",63.5,55,3082,6.22,6.12,3.92
"7042",37011,0.33,"Ideal","G","VVS2",60.1,57,965,4.51,4.48,2.7
"7043",46371,0.57,"Premium","F","VS2",59.5,60,1760,5.44,5.35,3.21
"7044",46163,0.5,"Premium","E","VS2",61.4,59,1746,5.13,5.09,3.14
"7045",42777,0.5,"Premium","E","SI1",62.4,61,1348,5.1,4.98,3.15
"7046",10472,1.01,"Fair","F","VS2",64.8,56,4791,6.3,6.25,4.07
"7047",30053,0.41,"Premium","G","SI1",62.5,58,719,4.75,4.78,2.98
"7048",7748,0.91,"Very Good","F","SI1",59.7,55,4279,6.33,6.36,3.79
"7049",30021,0.41,"Good","D","SI1",63.1,57,717,4.68,4.73,2.97
"7050",24984,2.07,"Very Good","J","VS2",61.3,56,13495,8.16,8.2,5.02
"7051",16803,1.28,"Ideal","H","SI1",62.4,56,6701,6.93,6.91,4.32
"7052",16416,1.23,"Ideal","D","SI1",60.9,54,6557,7.01,6.96,4.25
"7053",39671,0.42,"Premium","G","VS2",61.9,58,1087,4.82,4.77,2.97
"7054",4483,0.61,"Ideal","D","VVS1",62.3,54,3625,5.4,5.45,3.38
"7055",44764,0.52,"Ideal","E","VS2",62.4,57,1621,5.12,5.14,3.2
"7056",52462,0.71,"Ideal","D","SI2",60.4,56,2516,5.79,5.83,3.51
"7057",23326,1.7,"Premium","I","VS2",60.5,61,11369,7.68,7.65,4.64
"7058",22998,2.3,"Premium","I","SI2",61.3,58,11051,8.53,8.46,5.21
"7059",38019,0.39,"Premium","G","VS2",60.4,61,1009,4.7,4.67,2.83
"7060",28822,0.41,"Very Good","H","SI1",62.6,59,683,4.72,4.77,2.97
"7061",23476,1.07,"Very Good","E","IF",58.6,63,11475,6.7,6.79,3.95
"7062",37346,0.31,"Premium","F","VVS1",59.4,58,982,4.45,4.41,2.63
"7063",49033,0.73,"Ideal","J","VS2",62.8,55,2054,5.69,5.72,3.58
"7064",25437,1.54,"Premium","F","VS2",62.8,58,14188,7.33,7.29,4.59
"7065",30244,0.33,"Ideal","E","VS2",62.1,56,723,4.4,4.45,2.75
"7066",17598,1.21,"Ideal","I","VVS1",61.6,55,7086,6.88,6.8,4.21
"7067",22300,1.58,"Ideal","H","SI1",62.5,57,10345,7.43,7.39,4.63
"7068",15129,1.01,"Fair","D","VS2",65.2,57,6081,6.23,6.19,4.05
"7069",11174,0.7,"Ideal","F","VVS1",61,56,4951,5.72,5.75,3.5
"7070",15026,1.5,"Premium","J","SI2",61,60,6048,7.34,7.3,4.46
"7071",14444,1.27,"Premium","H","VS2",58.9,61,5832,7.09,7.03,4.16
"7072",18160,1.31,"Premium","G","SI1",62.2,56,7358,7.02,6.97,4.35
"7073",1606,0.77,"Ideal","D","SI2",62.3,55,3011,5.9,5.85,3.66
"7074",46551,0.51,"Ideal","E","VS2",62.5,55,1781,5.13,5.08,3.19
"7075",30285,0.34,"Premium","F","SI2",60,58,447,4.55,4.58,2.74
"7076",52054,0.74,"Premium","F","SI1",58.7,58,2452,5.93,5.86,3.46
"7077",52186,0.72,"Very Good","G","VS2",63.3,57,2477,5.71,5.67,3.6
"7078",41187,0.39,"Ideal","G","IF",61.6,56,1201,4.69,4.73,2.9
"7079",17559,1.01,"Premium","G","VVS2",61.2,59,7068,6.42,6.36,3.91
"7080",48417,0.61,"Very Good","F","VS2",62.9,58,1971,5.33,5.39,3.37
"7081",33870,0.3,"Ideal","E","VS2",62,56,844,4.34,4.31,2.68
"7082",51448,0.7,"Ideal","E","SI2",60.5,56,2375,5.8,5.77,3.5
"7083",3031,0.31,"Ideal","D","SI1",62.2,54,565,4.36,4.39,2.72
"7084",21834,1.5,"Premium","I","VS1",62.7,59,9900,7.25,7.3,4.56
"7085",8447,0.81,"Ideal","F","VS1",62.3,55,4412,5.97,6,3.73
"7086",12467,1.06,"Ideal","E","SI1",59.6,54,5250,6.64,6.62,3.95
"7087",10083,0.95,"Very Good","E","SI1",62.8,59,4711,6.21,6.25,3.91
"7088",5932,1.1,"Ideal","E","I1",61.9,56,3942,6.63,6.59,4.09
"7089",40970,0.45,"Good","H","VVS1",56.8,64,1180,5.08,4.99,2.86
"7090",11990,1.01,"Fair","F","SI1",57.9,57,5144,6.53,6.57,3.79
"7091",19467,1.77,"Good","J","SI2",63.4,60,8109,7.61,7.65,4.84
"7092",5570,1.04,"Premium","I","SI2",62.1,59,3861,6.46,6.52,4.03
"7093",12972,1.02,"Very Good","H","VS2",60.6,60,5393,6.55,6.48,3.95
"7094",20125,1.2,"Ideal","F","VS2",61.2,53,8588,6.88,6.85,4.2
"7095",51707,0.58,"Very Good","D","VVS2",63,56,2400,5.28,5.35,3.35
"7096",33161,0.31,"Ideal","E","VVS2",61.6,55,816,4.35,4.38,2.69
"7097",3660,0.77,"Ideal","D","VS2",61.3,56,3442,5.87,5.9,3.61
"7098",38692,0.37,"Ideal","F","VS1",61.1,57,1041,4.65,4.61,2.83
"7099",6487,0.9,"Ideal","G","SI1",62.4,57,4059,6.15,6.19,3.85
"7100",24568,2.03,"Premium","J","SI1",62.1,59,12862,8.06,8.12,5.02
"7101",4285,1,"Ideal","E","I1",61.8,56,3584,6.43,6.38,3.96
"7102",3048,0.27,"Very Good","G","VVS1",61,56,566,4.21,4.25,2.57
"7103",2337,1.09,"Fair","F","SI2",66.3,56,3170,6.47,6.39,4.27
"7104",39994,0.41,"Premium","F","VS2",60.3,60,1107,4.84,4.81,2.91
"7105",16232,1.22,"Premium","G","SI1",60.7,59,6492,6.92,6.96,4.21
"7106",35223,0.33,"Ideal","F","VVS1",61.9,55,893,4.43,4.46,2.75
"7107",46487,0.62,"Premium","D","SI2",62,59,1777,5.48,5.45,3.39
"7108",43228,0.4,"Ideal","E","VVS1",61.5,56,1397,4.73,4.7,2.9
"7109",13486,0.91,"Ideal","D","SI1",62.1,55,5535,6.2,6.24,3.86
"7110",5625,1.03,"Premium","E","SI2",61.7,61,3876,6.49,6.45,3.99
"7111",40885,0.57,"Premium","J","VS2",60.2,62,1176,5.4,5.33,3.23
"7112",32903,0.44,"Premium","H","VS2",61.3,58,810,4.88,4.91,3
"7113",31212,0.32,"Ideal","D","SI1",62.5,54,756,4.41,4.39,2.75
"7114",53846,0.7,"Very Good","G","VS1",60,56,2741,5.77,5.83,3.48
"7115",12900,0.9,"Ideal","E","SI1",61.9,54,5373,6.19,6.22,3.84
"7116",30697,0.42,"Premium","G","SI1",61.7,58,737,4.76,4.8,2.95
"7117",46768,0.52,"Ideal","D","VS2",60.3,56,1802,5.27,5.24,3.17
"7118",6755,0.9,"Ideal","F","SI1",62.3,56,4103,6.17,6.13,3.83
"7119",40638,0.41,"Premium","E","VS1",62,57,1153,4.77,4.74,2.95
"7120",18978,1,"Premium","D","VS1",62.7,54,7812,6.38,6.35,3.99
"7121",35301,0.3,"Premium","I","VS1",61.7,58,473,4.27,4.32,2.65
"7122",15237,1.04,"Premium","D","SI1",59.9,56,6115,6.65,6.6,3.97
"7123",43091,0.51,"Premium","G","VS2",61.1,58,1381,5.17,5.2,3.17
"7124",36051,0.31,"Ideal","G","IF",61.7,56,924,4.34,4.38,2.69
"7125",3340,0.7,"Premium","E","VVS2",60.6,60,3377,5.74,5.72,3.47
"7126",49838,0.52,"Ideal","F","VVS2",62,55,2168,5.16,5.2,3.21
"7127",48321,0.23,"Ideal","G","VVS1",61.5,57,536,3.94,3.97,2.43
"7128",4694,1,"Good","G","SI2",63.4,60,3676,6.22,6.34,3.98
"7129",21890,1.5,"Very Good","D","SI2",59.8,63,9959,7.44,7.38,4.43
"7130",31973,0.3,"Very Good","I","VS2",60.5,55,453,4.34,4.37,2.63
"7131",19760,1.11,"Premium","E","VS1",61.2,58,8329,6.69,6.65,4.08
"7132",8559,0.91,"Premium","E","SI1",62.5,61,4434,6.19,6.1,3.84
"7133",3865,0.9,"Premium","G","SI2",62.4,55,3478,6.17,6.13,3.84
"7134",30610,0.3,"Very Good","G","SI1",62.8,56,447,4.28,4.32,2.7
"7135",16337,1.01,"Very Good","F","VS2",63.1,60,6533,6.39,6.36,4.02
"7136",24901,1.58,"Premium","D","SI1",59,59,13329,7.68,7.63,4.52
"7137",30942,0.27,"Very Good","E","VS2",58.6,57,449,4.3,4.33,2.53
"7138",41867,0.38,"Ideal","F","VVS1",61.9,54,1257,4.7,4.67,2.9
"7139",24448,2.12,"Ideal","D","SI2",62.9,55,12707,8.17,8.14,5.13
"7140",49676,0.7,"Premium","H","SI2",62.8,59,2142,5.65,5.62,3.54
"7141",12445,1,"Premium","G","VS1",61.9,60,5242,6.39,6.31,3.93
"7142",18141,1.01,"Ideal","F","VS2",61.7,55,7347,6.42,6.46,3.98
"7143",20826,1.76,"Very Good","J","SI2",60.9,60,9053,7.79,7.83,4.76
"7144",33658,0.3,"Ideal","D","VS1",61,57,835,4.32,4.31,2.63
"7145",21671,1.96,"Premium","H","SI2",60.4,62,9769,7.96,7.9,4.79
"7146",4968,0.91,"Very Good","I","VS1",61.9,57,3734,6.19,6.24,3.85
"7147",21260,1.5,"Premium","F","SI2",60.8,59,9408,7.36,7.3,4.46
"7148",2099,0.9,"Good","H","SI2",64.3,58,3114,5.97,6.03,3.86
"7149",28084,0.3,"Premium","D","SI1",58.8,57,662,4.44,4.4,2.6
"7150",9362,0.32,"Very Good","D","SI1",62.8,56,589,4.37,4.42,2.76
"7151",8258,1.01,"Ideal","I","VS2",64.1,58,4378,6.27,6.21,4
"7152",18812,1.24,"Ideal","H","VS2",60.1,59,7701,6.99,7.03,4.21
"7153",14978,1.02,"Premium","E","VS2",60.3,60,6032,6.58,6.48,3.94
"7154",10406,0.31,"Premium","D","SI2",61.5,60,593,4.34,4.31,2.66
"7155",44120,0.5,"Premium","E","VS2",62.7,59,1559,5.02,5.06,3.16
"7156",18491,1.01,"Good","G","VVS2",63.2,59,7528,6.34,6.38,4.02
"7157",26897,2.01,"Premium","F","SI2",60.3,60,16881,8.11,8.08,4.88
"7158",16884,1.11,"Ideal","E","SI1",62.5,54,6737,6.62,6.63,4.13
"7159",37821,0.53,"Ideal","J","SI2",62.3,58,1002,5.13,5.17,3.21
"7160",26563,1.23,"Ideal","D","VVS1",62.4,57,16253,6.88,6.83,4.28
"7161",18861,1.29,"Premium","F","SI1",62.5,60,7730,6.97,6.91,4.34
"7162",27573,2.01,"Ideal","F","SI2",61.9,55,18395,8.1,8.05,5
"7163",26730,0.32,"Premium","G","VS1",61,59,645,4.39,4.43,2.69
"7164",30835,0.33,"Ideal","H","VS1",60.2,57,743,4.54,4.5,2.72
"7165",52413,0.7,"Premium","G","VS1",61,59,2512,5.68,5.77,3.49
"7166",43828,0.51,"Very Good","G","VS2",63.5,57,1443,5.06,5.05,3.21
"7167",23855,1.52,"Ideal","H","VS1",60.1,60,11946,7.54,7.51,4.52
"7168",26293,1.52,"Good","E","VS1",64,55,15792,7.27,7.19,4.63
